R_fighter;B_fighter;R_KD;B_KD;R_SIG_STR.;B_SIG_STR.;R_SIG_STR_pct;B_SIG_STR_pct;R_TOTAL_STR.;B_TOTAL_STR.;R_TD;B_TD;R_TD_pct;B_TD_pct;R_SUB_ATT;B_SUB_ATT;R_REV;B_REV;R_CTRL;B_CTRL;R_HEAD;B_HEAD;R_BODY;B_BODY;R_LEG;B_LEG;R_DISTANCE;B_DISTANCE;R_CLINCH;B_CLINCH;R_GROUND;B_GROUND;win_by;last_round;last_round_time;Format;Referee;date;location;Fight_type;Winner
Jonathan Martinez;Adrian Yanez;2;0;36 of 58;20 of 72;62%;27%;36 of 60;20 of 73;0 of 0;0 of 0;---;---;0;0;0;0;0:19;0:10;7 of 15;9 of 59;0 of 2;10 of 12;29 of 41;1 of 1;36 of 58;17 of 66;0 of 0;3 of 6;0 of 0;0 of 0;KO/TKO;2;2:26;3 Rnd (5-5-5);Kerry Hatley;October 14, 2023;Las Vegas, Nevada, USA;Bantamweight Bout;Jonathan Martinez
Chris Gutierrez;Alatengheili;0;0;110 of 197;38 of 133;55%;28%;115 of 203;39 of 134;0 of 0;2 of 4;---;50%;0;0;0;0;0:08;0:51;44 of 96;25 of 108;10 of 20;10 of 21;56 of 81;3 of 4;110 of 195;38 of 130;0 of 2;0 of 2;0 of 0;0 of 1;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Kerry Hatley;October 14, 2023;Las Vegas, Nevada, USA;Bantamweight Bout;Chris Gutierrez
Tainara Lisboa;Ravena Oliveira;0;0;18 of 35;15 of 31;51%;48%;77 of 106;61 of 87;3 of 8;2 of 3;37%;66%;0;0;0;0;6:55;5:22;9 of 24;10 of 23;8 of 9;3 of 6;1 of 2;2 of 2;7 of 20;13 of 28;11 of 12;2 of 3;0 of 3;0 of 0;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Chris Tognoni;October 14, 2023;Las Vegas, Nevada, USA;Women's Bantamweight Bout;Tainara Lisboa
Irina Alekseeva;Melissa Dixon;1;0;48 of 108;52 of 95;44%;54%;60 of 126;87 of 148;1 of 4;0 of 1;25%;0%;0;0;0;0;0:50;8:15;23 of 72;47 of 89;2 of 7;5 of 6;23 of 29;0 of 0;44 of 99;42 of 76;2 of 4;1 of 1;2 of 5;9 of 18;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Mark Smith;October 14, 2023;Las Vegas, Nevada, USA;Women's Bantamweight Bout;Melissa Dixon
Ashley Yoder;Emily Ducote;0;0;102 of 269;117 of 210;37%;55%;105 of 276;119 of 213;0 of 3;1 of 1;0%;100%;0;0;0;0;0:09;0:03;59 of 216;69 of 145;32 of 40;29 of 40;11 of 13;19 of 25;93 of 259;117 of 209;9 of 10;0 of 1;0 of 0;0 of 0;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Chris Tognoni;October 14, 2023;Las Vegas, Nevada, USA;Women's Strawweight Bout;Emily Ducote
Abubakar Nurmagomedov;Elizeu Zaleski dos Santos;0;0;29 of 54;42 of 113;53%;37%;48 of 76;50 of 132;1 of 8;0 of 2;12%;0%;0;0;0;0;6:16;0:15;13 of 37;16 of 75;6 of 7;13 of 22;10 of 10;13 of 16;23 of 48;27 of 87;6 of 6;15 of 26;0 of 0;0 of 0;Decision - Split;3;5:00;3 Rnd (5-5-5);Dan Miragliotta;June 03, 2023;Las Vegas, Nevada, USA;Welterweight Bout;Elizeu Zaleski dos Santos
Karine Silva;Ketlen Souza;0;0;3 of 10;0 of 0;30%;---;4 of 12;1 of 1;1 of 1;0 of 0;100%;---;1;0;0;0;1:21;0:00;1 of 6;0 of 0;0 of 2;0 of 0;2 of 2;0 of 0;2 of 7;0 of 0;0 of 0;0 of 0;1 of 3;0 of 0;Submission;1;1:45;3 Rnd (5-5-5);Chris Tognoni;June 03, 2023;Las Vegas, Nevada, USA;Women's Flyweight Bout;Karine Silva
Alex Caceres;Daniel Pineda;0;0;60 of 99;27 of 56;60%;48%;86 of 128;43 of 74;1 of 2;3 of 11;50%;27%;0;1;1;1;4:26;3:57;32 of 69;15 of 42;26 of 28;3 of 4;2 of 2;9 of 10;45 of 76;22 of 50;11 of 15;2 of 3;4 of 8;3 of 3;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Mark Smith;June 03, 2023;Las Vegas, Nevada, USA;Featherweight Bout;Alex Caceres
Daniel Santos;Johnny Munoz;0;0;50 of 91;18 of 39;54%;46%;134 of 198;64 of 101;3 of 4;1 of 8;75%;12%;0;1;1;0;10:47;1:19;30 of 62;8 of 26;15 of 19;8 of 10;5 of 10;2 of 3;10 of 38;15 of 30;6 of 7;3 of 9;34 of 46;0 of 0;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Herb Dean;June 03, 2023;Las Vegas, Nevada, USA;Bantamweight Bout;Daniel Santos
Tim Elliott;Victor Altamirano;0;0;28 of 57;19 of 39;49%;48%;153 of 237;102 of 142;6 of 7;1 of 1;85%;100%;0;0;0;0;11:13;1:04;22 of 48;10 of 28;4 of 6;6 of 8;2 of 3;3 of 3;6 of 21;15 of 31;4 of 4;4 of 8;18 of 32;0 of 0;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Mark Smith;June 03, 2023;Las Vegas, Nevada, USA;Flyweight Bout;Tim Elliott
Andrei Arlovski;Don'Tale Mayes;0;1;24 of 56;25 of 87;42%;28%;26 of 58;28 of 91;0 of 0;0 of 1;---;0%;0;0;0;0;0:00;0:02;10 of 36;14 of 58;9 of 10;4 of 14;5 of 10;7 of 15;24 of 56;22 of 82;0 of 0;1 of 1;0 of 0;2 of 4;KO/TKO;2;3:17;3 Rnd (5-5-5);Mark Smith;June 03, 2023;Las Vegas, Nevada, USA;Heavyweight Bout;Don'Tale Mayes
Jim Miller;Jesse Butler;1;0;3 of 5;1 of 7;60%;14%;3 of 5;1 of 7;0 of 0;0 of 0;---;---;0;0;0;0;0:00;0:00;3 of 5;1 of 5;0 of 0;0 of 2;0 of 0;0 of 0;2 of 4;1 of 7;0 of 0;0 of 0;1 of 1;0 of 0;KO/TKO;1;0:23;3 Rnd (5-5-5);Dan Miragliotta;June 03, 2023;Las Vegas, Nevada, USA;Lightweight Bout;Jim Miller
Philipe Lins;Maxim Grishin;0;0;45 of 106;41 of 80;42%;51%;50 of 113;103 of 145;1 of 3;0 of 3;33%;0%;0;0;0;0;8:24;0:36;22 of 74;20 of 53;17 of 21;6 of 11;6 of 11;15 of 16;36 of 92;29 of 65;9 of 14;12 of 15;0 of 0;0 of 0;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Dan Miragliotta;June 03, 2023;Las Vegas, Nevada, USA;Light Heavyweight Bout;Philipe Lins
Kai Kara-France;Amir Albazi;0;0;99 of 283;43 of 145;34%;29%;133 of 323;64 of 173;2 of 2;1 of 9;100%;11%;0;1;0;0;0:58;6:10;57 of 224;31 of 125;20 of 30;6 of 13;22 of 29;6 of 7;90 of 267;39 of 135;1 of 2;1 of 5;8 of 14;3 of 5;Decision - Split;5;5:00;5 Rnd (5-5-5-5-5);Herb Dean;June 03, 2023;Las Vegas, Nevada, USA;Flyweight Bout;Amir Albazi
Da'Mon Blackshear;Luan Lacerda;0;0;66 of 135;28 of 64;48%;43%;85 of 158;31 of 67;1 of 2;1 of 4;50%;25%;0;1;1;1;2:14;0:26;42 of 103;16 of 42;11 of 17;9 of 19;13 of 15;3 of 3;38 of 96;25 of 61;8 of 13;3 of 3;20 of 26;0 of 0;KO/TKO;2;3:54;3 Rnd (5-5-5);Chris Tognoni;June 03, 2023;Las Vegas, Nevada, USA;Bantamweight Bout;Da'Mon Blackshear
Elise Reed;Jinh Yu Frey;0;0;53 of 120;28 of 91;44%;30%;94 of 174;42 of 114;0 of 1;3 of 7;0%;42%;0;0;0;0;1:29;4:09;16 of 65;15 of 68;21 of 36;4 of 13;16 of 19;9 of 10;45 of 111;26 of 84;8 of 9;2 of 4;0 of 0;0 of 3;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Mark Smith;June 03, 2023;Las Vegas, Nevada, USA;Women's Strawweight Bout;Elise Reed
Jamie Mullarkey;Muhammad Naimov;0;1;39 of 71;28 of 70;54%;40%;40 of 73;30 of 72;3 of 8;0 of 1;37%;0%;0;0;0;0;2:28;0:01;15 of 43;17 of 56;14 of 18;5 of 8;10 of 10;6 of 6;27 of 56;20 of 60;12 of 14;3 of 5;0 of 1;5 of 5;KO/TKO;2;2:59;3 Rnd (5-5-5);Herb Dean;June 03, 2023;Las Vegas, Nevada, USA;Lightweight Bout;Muhammad Naimov
John Castaneda;Muin Gafurov;1;0;40 of 88;61 of 157;45%;38%;70 of 121;93 of 204;3 of 6;0 of 6;50%;0%;0;0;0;0;4:16;1:55;30 of 73;45 of 135;4 of 8;11 of 16;6 of 7;5 of 6;37 of 83;47 of 132;1 of 2;14 of 25;2 of 3;0 of 0;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Chris Tognoni;June 03, 2023;Las Vegas, Nevada, USA;Bantamweight Bout;John Castaneda
Grant Dawson;Bobby Green;0;1;0 of 6;7 of 11;0%;63%;0 of 6;7 of 11;0 of 0;0 of 0;---;---;0;0;0;0;0:00;0:05;0 of 6;7 of 10;0 of 0;0 of 0;0 of 0;0 of 1;0 of 6;1 of 4;0 of 0;0 of 0;0 of 0;6 of 7;KO/TKO;1;0:33;5 Rnd (5-5-5-5-5);Keith Peterson;October 07, 2023;Las Vegas, Nevada, USA;Lightweight Bout;Bobby Green
Joe Pyfer;Abdul Razak Alhassan;0;0;26 of 62;11 of 28;41%;39%;26 of 63;11 of 28;3 of 4;0 of 0;75%;---;2;1;0;0;1:07;0:08;15 of 47;4 of 15;9 of 12;2 of 3;2 of 3;5 of 10;24 of 60;11 of 27;2 of 2;0 of 1;0 of 0;0 of 0;Submission;2;2:05;3 Rnd (5-5-5);Mark Smith;October 07, 2023;Las Vegas, Nevada, USA;Middleweight Bout;Joe Pyfer
Vanessa Demopoulos;Kanako Murata;0;0;31 of 65;34 of 64;47%;53%;86 of 144;70 of 116;0 of 1;5 of 6;0%;83%;0;0;1;0;0:42;10:10;21 of 49;27 of 55;10 of 13;4 of 5;0 of 3;3 of 4;10 of 36;10 of 23;7 of 10;1 of 1;14 of 19;23 of 40;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Mark Smith;October 07, 2023;Las Vegas, Nevada, USA;Women's Strawweight Bout;Vanessa Demopoulos
Nate Maness;Mateus Mendonca;0;0;29 of 35;3 of 7;82%;42%;103 of 114;9 of 16;0 of 0;0 of 3;---;0%;0;0;0;0;1:31;1:14;26 of 31;0 of 3;2 of 3;2 of 3;1 of 1;1 of 1;1 of 2;1 of 5;2 of 3;2 of 2;26 of 30;0 of 0;KO/TKO;1;4:40;3 Rnd (5-5-5);Chris Tognoni;October 07, 2023;Las Vegas, Nevada, USA;Flyweight Bout;Nate Maness
Karolina Kowalkiewicz;Diana Belbita;0;0;141 of 267;99 of 261;52%;37%;155 of 283;108 of 270;1 of 6;2 of 2;16%;100%;0;0;1;1;2:15;0:53;94 of 203;57 of 199;42 of 58;33 of 50;5 of 6;9 of 12;123 of 244;85 of 241;17 of 21;13 of 18;1 of 2;1 of 2;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Kerry Hatley;October 07, 2023;Las Vegas, Nevada, USA;Women's Strawweight Bout;Karolina Kowalkiewicz
 Aoriqileng;Johnny Munoz;1;0;44 of 66;7 of 36;66%;19%;120 of 159;31 of 73;2 of 4;4 of 11;50%;36%;0;3;0;0;5:39;4:30;24 of 41;5 of 30;8 of 11;2 of 3;12 of 14;0 of 3;28 of 45;7 of 33;1 of 3;0 of 3;15 of 18;0 of 0;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Keith Peterson;October 07, 2023;Las Vegas, Nevada, USA;Bantamweight Bout; Aoriqileng
Alex Morono;Joaquin Buckley;0;0;40 of 141;68 of 176;28%;38%;54 of 161;77 of 186;1 of 2;2 of 4;50%;50%;0;0;0;0;0:13;2:21;29 of 122;41 of 134;10 of 17;24 of 36;1 of 2;3 of 6;37 of 133;55 of 141;3 of 8;2 of 9;0 of 0;11 of 26;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Kerry Hatley;October 07, 2023;Las Vegas, Nevada, USA;Welterweight Bout;Joaquin Buckley
Alexander Hernandez;Bill Algeo;0;1;75 of 156;110 of 244;48%;45%;76 of 157;119 of 257;0 of 1;1 of 1;0%;100%;0;0;0;0;0:35;0:07;25 of 80;46 of 156;45 of 66;33 of 50;5 of 10;31 of 38;75 of 154;108 of 241;0 of 2;2 of 3;0 of 0;0 of 0;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Keith Peterson;October 07, 2023;Las Vegas, Nevada, USA;Featherweight Bout;Bill Algeo
Drew Dober;Ricky Glenn;1;0;30 of 53;5 of 22;56%;22%;30 of 53;5 of 22;0 of 0;0 of 1;---;0%;0;0;0;0;0:31;0:00;19 of 40;2 of 15;7 of 9;3 of 7;4 of 4;0 of 0;20 of 38;5 of 22;2 of 3;0 of 0;8 of 12;0 of 0;KO/TKO;1;2:36;3 Rnd (5-5-5);Chris Tognoni;October 07, 2023;Las Vegas, Nevada, USA;Lightweight Bout;Drew Dober
Montana De La Rosa;JJ Aldrich;0;0;67 of 204;65 of 135;32%;48%;70 of 209;66 of 136;0 of 1;0 of 0;0%;---;0;0;0;0;0:00;0:22;41 of 172;55 of 122;13 of 16;9 of 11;13 of 16;1 of 2;59 of 184;58 of 124;8 of 20;7 of 11;0 of 0;0 of 0;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Jacob Montalvo;October 07, 2023;Las Vegas, Nevada, USA;Women's Flyweight Bout;JJ Aldrich
Chris Curtis;Marc-Andre Barriault;0;0;140 of 258;122 of 243;54%;50%;144 of 262;124 of 245;0 of 0;0 of 0;---;---;0;0;0;0;0:00;0:00;101 of 210;77 of 189;35 of 44;33 of 42;4 of 4;12 of 12;116 of 230;105 of 218;24 of 28;17 of 25;0 of 0;0 of 0;Decision - Split;3;5:00;3 Rnd (5-5-5);Todd Ronald Anderson;January 20, 2024;Toronto, Ontario, Canada;Middleweight Bout;Chris Curtis
Charles Jourdain;Sean Woodson;0;0;60 of 156;80 of 168;38%;47%;78 of 175;102 of 193;0 of 4;1 of 3;0%;33%;1;0;0;0;1:58;0:39;19 of 98;59 of 143;20 of 32;10 of 13;21 of 26;11 of 12;52 of 147;70 of 156;8 of 9;8 of 9;0 of 0;2 of 3;Decision - Split;3;5:00;3 Rnd (5-5-5);Jerin Valel;January 20, 2024;Toronto, Ontario, Canada;Featherweight Bout;Sean Woodson
Arnold Allen;Movsar Evloev;0;0;59 of 140;51 of 118;42%;43%;61 of 143;72 of 141;0 of 0;5 of 17;---;29%;1;0;0;0;0:03;3:31;41 of 115;35 of 101;17 of 24;12 of 13;1 of 1;4 of 4;46 of 124;45 of 110;9 of 12;5 of 7;4 of 4;1 of 1;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Marc Goddard;January 20, 2024;Toronto, Ontario, Canada;Featherweight Bout;Movsar Evloev
Sean Strickland;Dricus Du Plessis;0;0;173 of 408;137 of 354;42%;38%;183 of 419;140 of 358;0 of 0;6 of 11;---;54%;0;0;0;0;0:00;2:08;157 of 387;81 of 283;10 of 15;32 of 37;6 of 6;24 of 34;173 of 408;134 of 348;0 of 0;3 of 5;0 of 0;0 of 1;Decision - Split;5;5:00;5 Rnd (5-5-5-5-5);Marc Goddard;January 20, 2024;Toronto, Ontario, Canada;UFC Middleweight Title Bout;Dricus Du Plessis
Neil Magny;Mike Malott;0;0;57 of 102;45 of 67;55%;67%;110 of 159;100 of 128;1 of 2;4 of 6;50%;66%;0;0;0;0;1:47;6:02;52 of 95;19 of 40;3 of 3;4 of 4;2 of 4;22 of 23;13 of 44;30 of 49;0 of 2;0 of 0;44 of 56;15 of 18;KO/TKO;3;4:45;3 Rnd (5-5-5);Kevin MacDonald;January 20, 2024;Toronto, Ontario, Canada;Welterweight Bout;Neil Magny
Serhiy Sidey;Ramon Taveras;0;1;79 of 226;62 of 147;34%;42%;81 of 229;62 of 148;0 of 4;0 of 0;0%;---;0;0;0;0;0:24;0:06;51 of 181;48 of 131;20 of 36;8 of 10;8 of 9;6 of 6;73 of 218;60 of 144;6 of 8;1 of 1;0 of 0;1 of 2;Decision - Split;3;5:00;3 Rnd (5-5-5);Todd Ronald Anderson;January 20, 2024;Toronto, Ontario, Canada;Bantamweight Bout;Ramon Taveras
Raquel Pennington;Mayra Bueno Silva;0;0;134 of 201;69 of 88;66%;78%;265 of 342;96 of 118;1 of 3;3 of 9;33%;33%;2;3;2;0;11:28;8:58;91 of 156;32 of 44;32 of 34;26 of 30;11 of 11;11 of 14;54 of 110;28 of 45;38 of 43;38 of 40;42 of 48;3 of 3;Decision - Unanimous;5;5:00;5 Rnd (5-5-5-5-5);Jerin Valel;January 20, 2024;Toronto, Ontario, Canada;UFC Women's Bantamweight Title Bout;Raquel Pennington
Brad Katona;Garrett Armfield;0;0;64 of 155;105 of 168;41%;62%;76 of 172;130 of 193;4 of 9;0 of 1;44%;0%;0;0;0;0;4:35;0:00;49 of 138;74 of 131;8 of 9;21 of 27;7 of 8;10 of 10;46 of 126;99 of 162;17 of 28;6 of 6;1 of 1;0 of 0;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Kevin MacDonald;January 20, 2024;Toronto, Ontario, Canada;Bantamweight Bout;Garrett Armfield
Jasmine Jasudavicius;Priscila Cachoeira;1;0;93 of 120;24 of 50;77%;48%;326 of 398;26 of 52;2 of 5;0 of 0;40%;---;3;0;0;0;11:25;0:05;84 of 109;19 of 44;6 of 8;3 of 4;3 of 3;2 of 2;23 of 34;20 of 45;2 of 3;0 of 0;68 of 83;4 of 5;Submission;3;4:21;3 Rnd (5-5-5);MathewRocca;January 20, 2024;Toronto, Ontario, Canada;Women's Bantamweight Bout;Jasmine Jasudavicius
Yohan Lainesse;Sam Patterson;0;0;1 of 9;5 of 10;11%;50%;1 of 9;5 of 10;0 of 0;1 of 1;---;100%;0;1;0;0;0:05;0:41;1 of 8;5 of 10;0 of 0;0 of 0;0 of 1;0 of 0;1 of 9;5 of 10;0 of 0;0 of 0;0 of 0;0 of 0;Submission;1;2:03;3 Rnd (5-5-5);Brian Beauchamp;January 20, 2024;Toronto, Ontario, Canada;Welterweight Bout;Sam Patterson
Gillian Robertson;Polyana Viana;0;0;23 of 39;12 of 41;58%;29%;49 of 91;33 of 66;2 of 2;0 of 0;100%;---;1;0;0;0;6:06;0:27;20 of 35;10 of 37;0 of 0;2 of 3;3 of 4;0 of 1;5 of 13;9 of 37;0 of 0;0 of 0;18 of 26;3 of 4;KO/TKO;2;3:12;3 Rnd (5-5-5);Kevin MacDonald;January 20, 2024;Toronto, Ontario, Canada;Women's Strawweight Bout;Gillian Robertson
Malcolm Gordon;Jimmy Flick;0;0;37 of 70;3 of 7;52%;42%;74 of 116;7 of 11;1 of 1;1 of 4;100%;25%;1;4;0;0;4:13;1:07;35 of 67;2 of 5;2 of 3;0 of 1;0 of 0;1 of 1;18 of 41;3 of 7;5 of 5;0 of 0;14 of 24;0 of 0;Submission;2;1:17;3 Rnd (5-5-5);Todd Ronald Anderson;January 20, 2024;Toronto, Ontario, Canada;Flyweight Bout;Jimmy Flick
Jessica Andrade;Tatiana Suarez;0;0;11 of 29;23 of 49;37%;46%;13 of 31;25 of 51;0 of 0;3 of 3;---;100%;0;1;0;0;0:17;2:22;2 of 14;3 of 20;5 of 8;17 of 26;4 of 7;3 of 3;8 of 23;13 of 36;3 of 6;10 of 13;0 of 0;0 of 0;Submission;2;1:31;3 Rnd (5-5-5);Kevin MacDonald;August 05, 2023;Nashville, Tennessee, USA;Women's Strawweight Bout;Tatiana Suarez
Diego Lopes;Gavin Tucker;0;0;0 of 4;0 of 6;0%;0%;0 of 4;0 of 6;0 of 0;1 of 1;---;100%;3;0;0;0;0:00;0:39;0 of 3;0 of 6;0 of 0;0 of 0;0 of 1;0 of 0;0 of 4;0 of 6;0 of 0;0 of 0;0 of 0;0 of 0;Submission;1;1:38;3 Rnd (5-5-5);Jimmy Neely;August 05, 2023;Nashville, Tennessee, USA;Featherweight Bout;Diego Lopes
Jeremiah Wells;Carlston Harris;0;0;18 of 48;5 of 19;37%;26%;41 of 78;19 of 36;3 of 5;0 of 1;60%;0%;2;1;0;0;9:26;0:13;16 of 46;1 of 14;2 of 2;3 of 4;0 of 0;1 of 1;5 of 25;5 of 19;2 of 3;0 of 0;11 of 20;0 of 0;Submission;3;1:50;3 Rnd (5-5-5);Jason Herzog;August 05, 2023;Nashville, Tennessee, USA;Welterweight Bout;Carlston Harris
Tanner Boser;Aleksa Camur;0;0;120 of 215;68 of 136;55%;50%;145 of 253;105 of 175;0 of 0;0 of 1;---;0%;0;0;0;0;5:27;1:01;78 of 163;34 of 97;24 of 32;25 of 28;18 of 20;9 of 11;87 of 174;46 of 108;33 of 41;22 of 28;0 of 0;0 of 0;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Justin Brown;August 05, 2023;Nashville, Tennessee, USA;Light Heavyweight Bout;Tanner Boser
Ignacio Bahamondes;Ludovit Klein;0;0;43 of 139;56 of 108;30%;51%;62 of 166;94 of 151;0 of 1;3 of 5;0%;60%;0;0;0;0;0:07;6:05;29 of 114;36 of 82;9 of 16;11 of 16;5 of 9;9 of 10;41 of 133;43 of 88;2 of 6;1 of 1;0 of 0;12 of 19;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Jason Herzog;August 05, 2023;Nashville, Tennessee, USA;Lightweight Bout;Ludovit Klein
Kyler Phillips;Raoni Barcelos;1;0;72 of 187;46 of 116;38%;39%;80 of 196;52 of 124;1 of 4;3 of 11;25%;27%;0;0;0;0;0:47;1:42;40 of 146;20 of 87;18 of 26;15 of 17;14 of 15;11 of 12;62 of 174;39 of 105;6 of 8;7 of 10;4 of 5;0 of 1;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Kevin MacDonald;August 05, 2023;Nashville, Tennessee, USA;Bantamweight Bout;Kyler Phillips
Ode Osbourne;Asu Almabayev;0;0;4 of 18;26 of 40;22%;65%;8 of 22;52 of 78;0 of 0;2 of 5;---;40%;0;2;0;0;0:21;5:24;4 of 16;17 of 31;0 of 2;5 of 5;0 of 0;4 of 4;3 of 17;9 of 14;0 of 0;0 of 0;1 of 1;17 of 26;Submission;2;3:11;3 Rnd (5-5-5);Gary Copeland;August 05, 2023;Nashville, Tennessee, USA;Flyweight Bout;Asu Almabayev
Dustin Jacoby;Kennedy Nzechukwu;1;0;10 of 33;4 of 18;30%;22%;10 of 33;4 of 18;0 of 0;0 of 0;---;---;0;0;0;0;0:04;0:00;5 of 28;3 of 14;0 of 0;0 of 3;5 of 5;1 of 1;10 of 26;4 of 18;0 of 0;0 of 0;0 of 7;0 of 0;KO/TKO;1;1:22;3 Rnd (5-5-5);Gary Copeland;August 05, 2023;Nashville, Tennessee, USA;Light Heavyweight Bout;Dustin Jacoby
Sean Woodson;Dennis Buzukja;0;0;71 of 126;42 of 116;56%;36%;163 of 229;46 of 121;4 of 5;0 of 1;80%;0%;0;0;0;1;5:52;2:30;36 of 77;24 of 85;18 of 32;11 of 17;17 of 17;7 of 14;61 of 113;32 of 96;8 of 11;5 of 8;2 of 2;5 of 12;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Justin Brown;August 05, 2023;Nashville, Tennessee, USA;Featherweight Bout;Sean Woodson
Cory Sandhagen;Rob Font;0;0;34 of 84;9 of 49;40%;18%;132 of 211;25 of 69;7 of 7;1 of 2;100%;50%;1;0;0;0;19:38;1:08;30 of 79;5 of 43;2 of 3;2 of 3;2 of 2;2 of 3;10 of 47;8 of 44;0 of 1;0 of 3;24 of 36;1 of 2;Decision - Unanimous;5;5:00;5 Rnd (5-5-5-5-5);Jason Herzog;August 05, 2023;Nashville, Tennessee, USA;Catch Weight Bout;Cory Sandhagen
Cody Durden;Jake Hadley;0;0;38 of 85;26 of 83;44%;31%;63 of 122;45 of 106;4 of 6;0 of 3;66%;0%;1;3;0;1;7:25;2:04;23 of 66;12 of 61;9 of 11;10 of 16;6 of 8;4 of 6;30 of 67;23 of 76;1 of 1;3 of 7;7 of 17;0 of 0;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Jimmy Neely;August 05, 2023;Nashville, Tennessee, USA;Flyweight Bout;Cody Durden
Billy Quarantillo;Damon Jackson;0;0;100 of 188;67 of 173;53%;38%;169 of 270;75 of 184;0 of 0;3 of 13;---;23%;1;0;0;0;1:51;6:10;45 of 124;45 of 139;49 of 57;19 of 31;6 of 7;3 of 3;58 of 140;53 of 148;42 of 48;10 of 15;0 of 0;4 of 10;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Kevin MacDonald;August 05, 2023;Nashville, Tennessee, USA;Featherweight Bout;Billy Quarantillo
Amanda Ribas;Maycee Barber;0;0;35 of 74;81 of 124;47%;65%;43 of 85;93 of 139;2 of 3;0 of 1;66%;0%;0;0;0;0;2:25;1:22;21 of 52;70 of 108;7 of 14;5 of 10;7 of 8;6 of 6;30 of 68;32 of 60;5 of 6;6 of 9;0 of 0;43 of 55;KO/TKO;2;3:42;3 Rnd (5-5-5);Keith Peterson;June 24, 2023;Jacksonville, Florida, USA;Women's Flyweight Bout;Maycee Barber
Josh Emmett;Ilia Topuria;0;1;87 of 305;152 of 344;28%;44%;89 of 309;171 of 365;0 of 0;3 of 3;---;100%;0;0;0;0;0:00;3:35;43 of 232;124 of 302;26 of 53;9 of 16;18 of 20;19 of 26;87 of 305;114 of 289;0 of 0;2 of 2;0 of 0;36 of 53;Decision - Unanimous;5;5:00;5 Rnd (5-5-5-5-5);Marc Goddard;June 24, 2023;Jacksonville, Florida, USA;Featherweight Bout;Ilia Topuria
Austen Lane;Justin Tafa;0;0;3 of 5;0 of 3;60%;0%;3 of 5;0 of 3;0 of 0;0 of 0;---;---;0;0;0;0;0:00;0:00;1 of 3;0 of 3;2 of 2;0 of 0;0 of 0;0 of 0;3 of 5;0 of 3;0 of 0;0 of 0;0 of 0;0 of 0;Could Not Continue;1;0:29;3 Rnd (5-5-5);Dan Miragliotta;June 24, 2023;Jacksonville, Florida, USA;Heavyweight Bout;
Mateusz Rebecki;Loik Radzhabov;2;0;54 of 95;19 of 54;56%;35%;64 of 110;19 of 54;1 of 1;0 of 0;100%;---;1;0;0;0;1:57;0:03;24 of 58;16 of 50;12 of 17;3 of 4;18 of 20;0 of 0;54 of 95;19 of 54;0 of 0;0 of 0;0 of 0;0 of 0;KO/TKO;2;2:36;3 Rnd (5-5-5);Larry Folsom;June 24, 2023;Jacksonville, Florida, USA;Lightweight Bout;Mateusz Rebecki
Neil Magny;Phil Rowe;0;0;29 of 65;34 of 64;44%;53%;109 of 159;51 of 86;0 of 3;1 of 2;0%;50%;0;0;0;0;4:31;4:38;23 of 57;17 of 43;5 of 7;3 of 6;1 of 1;14 of 15;17 of 46;32 of 58;12 of 19;2 of 6;0 of 0;0 of 0;Decision - Split;3;5:00;3 Rnd (5-5-5);Dan Miragliotta;June 24, 2023;Jacksonville, Florida, USA;Welterweight Bout;Neil Magny
Brendan Allen;Bruno Silva;1;0;30 of 56;20 of 38;53%;52%;40 of 69;24 of 42;0 of 2;0 of 0;0%;---;1;0;0;0;2:29;0:02;24 of 49;17 of 33;5 of 6;3 of 5;1 of 1;0 of 0;15 of 32;16 of 33;5 of 5;4 of 5;10 of 19;0 of 0;Submission;1;4:39;3 Rnd (5-5-5);Marc Goddard;June 24, 2023;Jacksonville, Florida, USA;Middleweight Bout;Brendan Allen
